"personal_id","Disease_1","Disease_2","Disease_3","Disease_4","Disease_5","Disease_6","Disease_7","Disease_8","Disease_9","Disease_10"
"890218-4060410",0,0,1,0,1,1,0,1,0,1
"850120-4187547",1,1,1,1,1,0,0,0,0,1
"730920-2748566",0,1,1,0,1,0,1,0,1,1
"711113-2266287",1,1,1,0,0,0,0,1,0,0
"630319-2281310",0,1,1,1,1,1,1,0,0,1
"510826-3515753",1,1,0,0,0,1,0,0,0,1
"910310-1840147",0,0,0,0,1,1,0,0,0,0
"820316-2347053",1,0,1,1,0,0,1,0,0,1
"601028-4739112",0,0,1,1,1,0,0,0,1,1
"660908-1427332",0,1,0,1,0,0,1,0,0,1
"950425-1801093",1,0,0,1,1,0,0,0,0,1
"950127-4942959",1,0,0,0,0,1,0,1,0,1
"540118-3190396",0,0,1,0,0,1,0,1,0,0
"560214-1009644",1,0,0,0,1,0,0,0,1,1
"520212-4756839",0,0,1,1,1,0,1,0,1,0
"920908-2896765",1,1,1,0,0,1,1,0,1,1
"870519-3824583",0,1,0,0,1,1,1,1,1,0
"900807-2958221",1,1,0,0,0,0,1,0,0,0
"710325-3560097",0,1,0,0,1,0,1,0,0,0
"950711-3250099",0,1,1,0,0,0,1,1,0,0
"841125-3469811",0,0,1,0,0,0,1,1,1,1
"681108-4976557",1,1,0,0,0,0,1,1,1,1
"560423-3844810",1,0,0,1,1,0,1,1,1,1
"780503-3763162",0,0,0,0,0,0,0,1,0,0
"870916-1960611",1,0,0,0,1,0,1,0,0,1
"860816-4959944",0,0,1,0,1,1,1,1,0,0
"990920-4450716",0,0,0,0,1,0,1,1,0,1
"640904-4766797",1,1,0,1,0,0,1,1,0,1
"900704-2060416",0,0,0,1,0,1,0,0,0,0
"720721-3022830",0,1,1,1,1,0,0,0,1,1
"701117-1261831",1,0,1,1,1,1,1,0,0,1
"700405-3279664",1,0,0,1,1,1,0,1,0,1
"560718-3500363",0,1,1,0,0,0,1,1,0,0
"610225-2235108",0,1,0,1,1,1,0,0,1,1
"560717-3698965",1,0,0,1,1,0,0,1,0,0
"860512-4017397",0,0,1,0,0,1,1,0,1,1
"610826-1825403",0,0,0,0,0,0,1,1,1,1
"611123-3089808",0,1,1,1,0,1,1,1,1,1
"791022-2062240",1,0,0,0,0,1,0,0,1,1
"510715-1725802",0,0,1,1,0,1,0,0,1,0
"540702-2650333",1,0,1,1,0,1,1,0,0,0
"830408-3876735",0,0,0,1,0,1,0,1,0,1
"730924-4530222",0,0,1,0,1,0,1,0,1,1
"670816-4911794",0,1,1,1,1,1,1,0,0,0
"781217-3544356",1,1,1,1,1,1,0,0,0,0
"590319-1585326",1,1,1,1,1,0,0,1,0,0
"850613-4661393",0,1,1,0,0,1,1,0,1,1
"730419-1415639",0,0,0,0,1,1,0,0,0,1
"810516-4607998",1,1,1,1,0,1,1,0,0,0
"560522-2354826",1,0,1,1,0,0,1,1,0,0
"930406-1841325",0,0,0,1,1,0,0,1,1,1
"660619-2659347",0,1,0,1,0,1,0,1,0,1
"890310-2319487",1,1,1,1,1,1,1,0,1,0
"960205-1552439",0,1,0,1,1,1,0,1,0,1
"641221-2555819",1,1,1,0,1,0,1,0,0,1
"770608-3423699",0,0,1,1,1,1,1,1,0,1
"690328-3351584",0,0,0,0,1,1,0,0,0,0
"950118-1017835",0,0,0,0,1,0,0,0,0,0
"540319-2314880",1,1,0,1,1,1,0,1,0,1
"630405-3231503",1,0,1,0,0,1,1,1,0,1
"990515-1338878",1,0,0,0,1,0,1,0,0,0
"901125-3422295",0,0,1,0,0,1,1,0,1,0
"800514-4822928",0,0,0,1,1,0,0,1,0,1
"940725-2866803",1,0,0,1,0,1,1,1,0,0
"690308-3113455",0,0,1,0,0,0,1,1,1,1
"930117-4268104",0,0,0,0,0,0,1,0,1,1
"661006-2659469",1,0,1,0,0,0,0,1,0,0
"930703-3258132",0,0,0,1,1,0,0,1,0,1
"910217-2226130",0,0,1,0,1,0,0,1,1,0
"610207-4055825",1,1,1,1,1,0,0,1,0,1
"931202-1266658",0,0,0,0,1,0,1,1,0,0
"911121-2614838",0,0,1,0,1,1,0,1,1,0
"920328-1889890",0,1,0,1,1,0,0,0,0,0
"540211-4251171",1,1,0,0,1,1,1,1,0,0
"780411-3129371",0,0,0,0,1,1,0,1,1,0
"681221-3869931",0,0,0,0,0,0,1,1,0,1
"510206-2582487",0,0,0,0,1,0,1,1,1,0
"631003-4410022",1,0,0,1,1,1,1,1,0,0
"881015-3730073",1,1,1,0,0,1,1,0,0,1
"800915-3291984",1,1,1,0,0,0,1,1,0,1
"730510-3122767",0,1,0,1,0,0,0,0,0,0
"601120-1048650",1,1,1,1,0,0,0,1,0,0
"910108-1947156",0,0,1,0,1,1,1,0,0,0
"601211-3078404",1,0,1,1,0,1,0,0,1,1
"720606-2354053",0,0,1,1,1,0,0,1,1,0
"580802-3666872",1,1,0,0,1,1,1,0,0,0
"950619-1389937",0,1,1,0,0,0,0,0,0,1
"850819-2050825",0,1,1,1,0,1,0,1,1,1
"580920-1847874",1,0,0,0,1,1,0,0,1,1
"790702-2070844",1,0,1,0,1,1,0,0,0,1
"550526-1528162",0,1,0,1,0,1,0,0,0,0
"540120-3998102",1,0,0,0,0,0,0,1,0,0
"601117-2474115",1,0,0,0,0,1,1,0,1,0
"830707-3485222",0,1,1,0,1,1,1,0,1,1
"540823-4848430",0,0,0,0,1,0,1,1,0,1
"550907-1230050",1,1,1,1,1,1,0,1,1,1
"720602-3709367",0,1,0,0,1,1,0,1,0,1
"820822-3874856",0,0,1,1,0,0,0,1,1,0
"730313-1225830",1,1,1,0,0,0,1,1,0,0
"700828-4604116",1,1,0,0,0,0,1,0,1,0
"851120-2113385",0,1,1,1,0,1,1,1,1,0
"580117-4795140",0,0,0,1,1,0,1,1,1,1
"840828-1087334",0,0,1,0,1,1,0,1,0,1
"830216-4602712",1,0,1,1,0,0,0,0,1,0
"540104-2534144",0,0,0,1,0,0,0,0,1,0
"821123-4856833",0,0,0,1,0,1,1,1,1,1
"971006-3118390",1,1,1,0,1,0,0,0,0,1
"510911-3058160",1,1,1,0,1,1,0,1,1,0
"900101-1875043",0,1,0,1,0,1,1,0,0,0
"711106-1312131",1,1,0,0,0,0,0,1,0,0
"721219-4338250",1,0,1,1,0,0,1,0,1,0
"881113-1971305",1,0,0,1,0,0,1,1,1,1
"810324-1229486",0,1,0,0,0,1,1,1,0,0
"700601-2929236",1,0,0,1,1,0,1,1,1,0
"900615-3533149",1,0,0,1,0,1,0,0,0,1
"611220-1743552",0,1,1,0,1,0,0,1,1,0
"651103-1067045",1,0,1,0,1,0,1,1,0,0
"660311-2015941",0,1,1,1,0,0,0,0,0,1
"540619-1922204",0,1,0,1,0,0,0,1,1,0
"600124-1068791",0,1,0,0,0,1,0,1,1,1
"790402-1776027",1,1,1,0,0,0,1,1,1,0
"520623-2633304",1,1,1,1,0,0,0,0,0,1
"630801-3414714",1,1,1,0,0,1,0,0,0,1
"570711-2437629",1,1,1,1,1,0,1,1,1,0
"610621-1479722",1,1,1,0,1,0,1,1,1,1
"860728-3943016",0,0,1,1,0,1,1,1,0,0
"820320-1948729",0,0,1,0,1,0,0,0,0,0
"770520-3111714",0,0,0,1,0,1,0,1,0,1
"930321-3528728",1,0,0,1,0,0,0,1,0,1
"660307-4892319",0,0,0,1,0,1,0,0,1,1
"500610-4186899",0,0,1,1,0,0,0,0,0,0
"870109-2444476",1,0,1,0,0,0,1,1,1,0
"701104-1473592",1,0,1,1,0,0,0,0,1,1
"670720-3905539",0,0,1,1,0,1,1,1,1,1
"681217-3953342",1,1,0,0,0,1,0,0,1,0
"640324-3380391",1,0,0,0,0,1,1,1,1,0
"791022-4636269",1,0,0,0,0,0,1,0,1,1
"511214-1282289",1,0,0,0,0,1,0,1,0,0
"570417-4266506",0,0,1,1,1,1,0,0,0,0
"760316-4518049",0,0,1,1,0,1,0,0,0,0
"861021-2595937",1,1,0,1,0,1,1,0,1,1
"950414-1644567",1,0,1,1,1,0,0,1,1,0
"991015-4609367",1,1,1,1,0,1,0,0,0,1
"971122-3616989",1,0,1,0,0,0,1,0,1,1
"911003-1287986",0,0,0,0,1,0,0,1,1,1
"660117-1638610",0,1,0,1,0,0,1,0,1,0
"650624-1476947",0,1,1,0,1,1,0,0,0,1
"670517-2326747",0,0,1,1,0,0,1,1,1,1
"780105-4646792",0,1,0,0,1,0,0,1,1,1
"920802-4673028",0,0,1,1,1,1,0,1,1,0
"700307-4464723",0,0,1,0,1,1,1,1,1,0
"960508-3645733",1,1,0,0,1,1,0,0,0,1
"930413-2890989",1,0,1,1,1,1,0,0,0,0
"531124-3116795",1,0,0,1,1,0,1,0,1,0
"890115-3215898",0,1,1,1,1,0,0,1,0,1
"650807-1633621",1,0,1,1,1,1,1,1,1,1
"741023-3775671",0,1,0,0,1,1,0,1,0,1
"500423-4963215",1,1,1,1,0,1,0,0,1,0
"610205-1362398",0,1,1,1,0,0,0,0,1,0
"520221-4748463",1,0,0,0,1,0,1,0,0,1
"961115-1736725",1,1,0,1,0,0,0,0,1,1
"850328-1978219",0,1,1,0,1,1,0,1,1,0
"921210-3707010",1,0,0,0,1,0,1,0,1,0
"681122-1912706",0,1,1,0,1,1,0,0,1,1
"900126-3290935",1,0,1,0,1,1,1,0,0,1
"740804-3094900",0,0,1,1,0,1,1,0,1,1
"520316-4100623",0,0,0,0,1,1,1,0,0,0
"590416-3593625",1,0,1,0,1,0,0,0,0,0
"510819-4329273",1,0,1,0,1,0,0,0,0,1
"891123-3493321",1,1,1,1,0,1,1,0,0,1
"820125-1200571",0,1,1,1,1,1,0,0,0,0
"810719-3858653",1,1,1,1,0,1,0,0,1,1
"790927-4770940",0,1,0,0,0,0,0,0,1,1
"601202-2510795",0,1,1,0,1,0,0,1,1,1
"711107-3447441",1,0,0,0,0,1,0,1,0,0
"620222-3880367",0,1,0,0,0,1,0,1,1,0
"920902-1831591",1,1,0,1,0,0,0,0,0,0
"550512-4233881",0,0,1,1,1,0,0,0,1,0
"530121-1312864",0,0,1,1,1,0,1,0,1,0
"530725-4383853",0,0,1,1,1,1,0,1,0,0
"570407-2785310",0,1,0,1,0,1,1,0,1,0
"640215-1624686",0,1,1,1,0,0,1,0,0,0
"590428-1524071",1,0,0,1,0,0,0,1,1,0
"550518-2193764",0,0,1,1,1,1,0,0,1,0
"990104-4903573",1,1,0,1,1,1,1,0,1,1
"801211-1068047",0,1,1,0,1,0,1,0,1,0
"601217-2858809",0,1,1,0,0,1,1,1,1,0
"510803-1405025",0,0,0,0,0,1,0,0,0,0
"650804-1656287",1,1,1,1,1,0,0,1,1,1
"941027-1901944",0,0,0,1,0,0,0,0,0,1
"910227-1743548",1,1,0,1,1,0,1,1,0,1
"600218-1929278",0,1,0,0,0,0,1,1,1,0
"620608-4284805",0,0,0,1,0,1,0,0,0,0
"820813-1549285",1,1,1,0,0,0,0,1,1,1
"520927-1737589",0,1,0,0,1,1,0,0,1,1
"600302-4817805",0,1,1,1,1,1,0,1,0,1
"900426-1908752",1,1,1,0,0,0,0,0,0,0
"780720-1061128",1,0,0,1,0,1,1,0,1,0
"840319-2799210",0,1,0,0,0,0,0,1,0,0
"620320-1312928",1,1,0,0,1,1,1,1,1,1
"920815-2861048",1,0,0,0,0,1,1,1,0,1
"920423-3124992",1,1,1,1,0,0,1,0,1,0
"630404-1972591",1,1,0,1,0,0,0,0,0,1
"560620-1175790",1,0,0,1,1,0,1,1,0,0
"651115-1102250",1,0,1,1,0,0,1,1,0,0
"940813-3272236",0,0,1,0,0,1,0,0,1,0
"800724-4872915",1,1,1,0,1,0,1,1,0,1
"951211-1659909",1,0,1,0,1,0,0,0,1,0
"540626-4356528",0,0,1,0,1,1,0,0,1,0
"640107-2277843",1,0,0,0,0,1,1,1,0,0
"950902-2859393",0,1,1,0,0,1,1,1,0,1
"860909-2553551",0,1,1,0,1,1,0,0,1,1
"800301-1811095",0,1,1,1,0,1,1,0,0,1
"981027-3827944",0,0,0,0,0,1,1,0,0,1
"740921-2776415",1,1,0,0,1,0,0,0,1,0
"570328-3558009",0,0,0,1,1,1,0,0,0,0
"810216-3738776",0,1,0,1,1,1,0,0,0,1
"560110-4562567",0,1,0,1,1,1,0,1,1,1
"680121-4033686",1,1,1,0,0,0,1,0,0,0
"680126-4023242",1,0,0,0,1,0,0,0,1,1
"540401-1325667",1,0,0,1,0,0,0,1,0,1
"991014-4409816",0,1,1,0,1,0,1,0,0,1
"990511-2963462",0,1,0,0,1,0,0,1,1,0
"701220-1779214",0,0,1,0,1,0,0,0,1,0
"950727-4378242",1,0,0,0,0,1,0,0,1,1
"530422-3559193",0,0,0,1,1,1,0,0,1,0
"590709-4263376",1,1,0,0,0,1,1,1,1,0
"900226-3287994",1,0,0,0,0,0,1,1,0,0
"910619-3820295",0,0,0,0,0,0,1,0,1,1
"500818-2237568",1,0,0,1,1,1,1,0,1,0
"890713-3564713",1,1,1,0,0,1,0,0,1,0
"790118-3846307",0,0,1,1,0,1,0,0,0,0
"551020-3460954",1,1,0,1,1,1,0,0,1,0
"791211-3641118",1,1,1,0,1,0,0,1,1,1
"500604-4946439",0,1,1,0,0,1,0,0,1,0
"701019-2570600",1,1,0,1,0,0,0,0,1,0
"980222-4746521",1,1,0,1,1,1,1,1,1,1
"770317-1584242",0,0,1,1,0,1,0,1,1,0
"650107-2879368",1,1,0,1,1,1,0,1,0,1
"690713-3583906",1,1,1,1,1,1,0,0,1,1
"870923-3034801",1,0,0,0,0,0,1,1,1,0
"750424-3150518",0,1,0,0,0,0,0,0,1,1
"710801-4751289",1,1,0,0,0,0,1,0,0,1
"930125-3217175",0,1,0,0,1,1,1,1,0,1
"571027-4494932",0,1,0,1,0,0,0,0,0,1
"551205-4162011",1,1,0,1,1,0,0,0,1,0
"880315-3670105",1,0,0,0,1,1,1,0,1,0
"871003-3477459",1,0,1,0,1,0,0,1,1,1
"630425-1089542",0,1,0,1,1,0,1,1,1,1
"561028-3357703",0,0,0,0,0,1,1,0,1,0
"950415-2412722",1,1,0,0,0,0,0,0,0,1
"980418-4323732",0,1,0,0,0,1,1,0,0,1
"530206-1094812",0,1,1,0,0,0,0,0,1,0
"640617-4520209",0,1,1,1,0,1,0,0,1,0
"950208-1949977",0,1,0,1,0,1,1,0,0,1
"840713-4154711",0,0,1,1,0,0,1,0,0,0
"770718-3347586",1,1,0,0,0,1,0,0,1,1
"670914-1494046",1,1,0,0,0,0,1,1,1,0
"701021-1491229",1,1,1,1,0,1,0,0,1,1
"590722-1515026",1,1,1,1,0,1,0,1,0,1
"560225-2001890",1,0,0,1,0,1,1,1,1,1
"720823-2370691",1,1,0,0,1,0,0,0,0,0
"600322-4449692",0,1,1,1,0,0,0,1,1,1
"610716-3905374",1,0,0,1,1,0,0,0,1,1
"640209-1571883",1,0,0,0,0,0,1,0,1,1
"920118-2158488",1,1,1,1,0,1,0,1,0,0
"640508-4472123",0,0,0,1,0,1,1,0,1,1
"681017-2632029",0,0,0,0,0,1,1,1,0,0
"740401-2772095",1,1,1,1,1,1,0,1,0,1
"780527-2318012",1,0,1,0,1,1,1,0,0,1
"900917-4740474",1,0,0,1,0,0,0,0,0,0
"540711-2133161",1,0,1,0,1,1,1,0,1,0
"520415-1609200",0,0,0,1,0,1,1,0,1,0
"780902-3363978",0,1,0,0,0,1,0,1,0,1
"960905-1214320",0,1,1,0,1,0,1,0,0,0
"680126-2689140",1,0,1,1,1,1,1,0,0,1
"671109-2366057",1,1,0,0,1,0,0,0,0,1
"931110-3193250",1,0,0,1,1,1,1,0,0,0
"901112-1912125",0,0,1,0,1,1,0,0,0,0
"740606-3195162",1,1,1,1,1,0,1,1,1,1
"971226-2071867",0,0,0,1,1,0,1,0,0,1
"711203-2146198",0,0,0,1,1,1,0,0,1,0
"570714-1970549",1,1,0,0,0,0,0,1,1,0
"610523-2569063",1,1,0,0,1,1,1,1,1,1
"770725-4057347",0,0,0,0,1,1,1,0,0,1
"911125-3561280",1,1,0,0,1,1,0,0,1,0
"540824-4021083",1,1,1,0,1,1,0,1,0,1
"911028-3873222",1,1,1,0,0,0,1,0,1,1
"721003-2740673",1,1,0,0,0,1,0,0,0,1
"630521-2126627",1,1,1,0,0,0,0,1,0,1
"740302-1692905",0,1,1,1,0,0,1,0,0,1
"710508-2799023",1,0,0,0,1,0,0,0,1,1
"640810-3970054",0,0,0,0,0,0,0,0,1,1
"780801-2418959",1,0,1,1,1,0,1,1,1,0
"880512-1593855",1,0,1,1,1,1,0,1,1,0
"701014-4899027",0,1,1,0,1,1,1,1,0,0
"890703-3609534",1,1,0,0,0,1,1,0,1,1
"940316-4059172",1,0,1,1,1,0,0,0,1,1
"680615-4421922",0,0,1,1,1,1,1,1,0,0
"670926-1995003",0,1,0,0,1,0,1,0,0,1
"850514-2588139",0,0,0,1,1,0,0,0,1,1
"880811-4302976",0,1,1,1,1,1,0,0,1,0
"891116-3568192",1,0,1,1,0,1,1,1,1,1
"730405-3304070",0,0,1,0,0,0,1,1,1,0
"860109-4048233",1,1,0,0,1,1,0,1,0,1
"531110-2229832",0,0,0,0,1,1,0,1,1,0
"590327-4104955",1,0,0,0,1,0,0,1,1,1
"950521-3178867",1,1,0,0,0,0,0,1,0,1
"941220-3318921",0,1,0,1,0,1,0,1,1,1
"581205-2772371",0,0,0,0,0,1,0,1,1,0
"680618-3092257",0,1,1,1,0,1,0,0,0,1
"560820-3790867",1,0,0,1,1,1,0,0,0,1
"711028-2652650",0,0,1,0,0,0,1,1,0,0
"950926-2725587",0,1,0,0,1,1,0,0,0,1
"581017-3512483",0,0,1,0,1,1,1,1,1,1
"760302-4815341",1,0,1,1,1,1,1,0,0,0
"531128-4092392",0,1,0,0,0,1,0,0,0,1
"501103-3527278",1,0,0,1,1,0,0,0,1,0
"940801-4879494",0,0,1,0,1,0,0,0,1,1
"860523-2922395",0,0,0,0,1,1,0,1,1,1
"920623-3761707",0,1,0,1,0,0,0,0,1,1
"571201-1587445",1,1,0,0,1,0,0,1,0,0
"880225-1876517",0,1,1,1,1,1,1,1,0,0
"720909-3444067",1,1,1,0,0,0,0,1,1,1
"590627-1438888",1,0,1,1,0,0,0,1,0,0
"690827-1059834",0,0,0,1,1,0,0,0,0,1
"981118-2527262",1,0,0,0,1,1,1,0,1,0
"821024-1135545",0,1,0,1,1,1,0,1,1,0
"800622-1107097",0,0,0,0,1,0,1,0,1,1
"650608-3965446",0,1,1,0,1,0,1,0,1,0
"831001-4808487",1,0,1,1,1,1,0,1,1,0
"880616-3066269",0,0,0,1,1,0,0,0,1,0
"551002-1626654",1,1,0,1,0,1,0,0,0,1
"540913-2025471",1,0,1,1,0,1,1,1,1,0
"660225-1884878",0,0,1,1,1,0,1,1,1,0
"581214-4089504",0,1,0,0,0,0,1,1,0,0
"570721-1983539",0,0,1,0,1,0,0,0,0,0
"671108-1649285",0,1,1,0,0,1,0,0,1,1
"810302-2021398",0,1,1,0,1,0,1,0,1,1
"560415-3964875",1,0,1,1,0,1,1,1,0,1
"601019-1137761",1,0,1,1,1,0,1,0,0,1
"520226-3098071",1,1,0,1,0,0,1,0,0,1
"560505-1898212",0,0,1,1,1,1,1,0,0,1
"621101-2630886",0,0,1,0,0,0,0,0,1,0
"890823-4589523",1,1,1,0,1,0,1,0,1,1
"820409-3451392",0,0,0,1,0,1,0,1,0,0
"971021-2989877",1,1,1,0,0,1,0,0,0,1
"780414-2511356",1,0,0,1,1,0,0,0,0,0
"931021-1224447",0,0,0,1,0,0,1,0,0,0
"841124-2324709",1,0,0,1,1,1,0,1,0,1
"700909-1210843",1,1,0,0,0,0,1,1,1,1
"770217-2880649",1,0,1,1,1,0,1,0,0,1
"790914-1844363",0,0,0,0,1,0,0,1,1,1
"760618-3428561",0,1,1,0,1,1,0,1,0,1
"750813-4918915",1,0,1,0,0,0,1,1,1,0
"670819-3218908",0,0,1,1,1,0,1,0,1,0
"951219-4773118",0,1,1,1,0,0,0,0,1,0
"891001-1620987",0,1,0,0,0,1,0,1,1,0
"940128-2162167",1,1,0,0,0,1,1,0,0,0
"681105-4628184",0,0,0,1,0,0,0,1,1,0
"590206-4886567",0,0,0,1,0,1,1,1,1,0
"940622-3527342",0,1,0,0,0,0,1,0,1,0
"880610-4750304",0,0,1,1,1,1,0,0,1,0
"751026-3364887",1,1,1,1,0,1,1,1,1,1
"591005-2205090",1,1,0,1,1,1,0,1,1,1
"861216-4935126",0,1,1,0,0,0,0,0,0,1
"971011-3296296",1,0,0,0,0,1,1,0,0,0
"990211-1099236",1,0,0,1,0,1,0,0,1,0
"830314-4095628",0,0,0,0,0,1,1,1,0,0
"730108-4796243",1,1,1,0,0,0,0,1,0,1
"521107-4864922",1,1,0,0,0,0,1,1,1,1
"610110-1746088",0,1,1,1,0,0,1,1,0,0
"920304-3014591",0,0,1,0,1,0,1,1,0,1
"790510-1051607",1,1,0,0,0,1,0,1,1,1
"980525-4664112",0,0,1,0,0,1,1,1,0,1
"981008-2417468",0,1,1,0,1,1,1,0,0,0
"561113-3905485",0,0,0,1,1,0,1,1,0,0
"560817-1500874",0,0,1,0,0,0,0,1,0,1
"930828-3727183",1,0,1,1,1,1,0,0,0,1
"751105-2769868",1,1,0,1,0,0,1,0,0,0
"861214-3789169",0,0,1,1,1,0,0,0,1,1
"680723-2438824",0,1,0,1,0,0,1,0,1,1
"910408-4629018",1,1,1,1,1,1,1,0,1,0
"900503-1095240",0,0,1,1,1,1,1,0,0,1
"621101-1089117",1,0,1,1,0,1,1,1,1,1
"500424-3228168",1,1,0,1,0,1,1,0,0,1
"830501-1355224",0,0,1,0,0,1,0,0,1,0
"680313-4150065",0,1,0,1,0,1,0,0,0,1
"950801-1971498",1,0,0,1,0,0,0,1,0,1
"860914-4431858",0,0,0,1,1,0,0,0,0,0
"581209-3126497",0,1,1,1,0,0,1,0,0,1
"860822-2278840",1,0,0,1,1,1,0,0,0,0
"770113-3817699",1,0,1,1,0,1,0,1,0,0
"840925-4082818",1,0,1,0,1,1,1,0,1,1
"590527-3855437",0,1,0,1,1,0,1,1,0,0
"831017-1499958",0,0,0,0,1,1,1,1,1,0
"510420-1714064",0,1,1,1,1,0,1,1,0,1
"500507-2547828",0,0,0,0,0,0,1,0,1,0
"980623-1158877",1,1,0,1,1,1,1,0,0,0
"960705-4064662",0,1,1,0,1,1,1,0,0,1
"740524-3500923",0,0,0,0,0,0,1,1,1,0
"690710-1867658",1,1,1,1,0,0,0,1,1,1
"930914-3447994",1,0,0,1,0,0,1,1,0,1
"560111-2329105",0,1,0,1,1,0,0,0,0,0
"570217-3898023",0,1,0,0,1,1,1,0,1,1
"991004-4813566",1,1,0,0,1,1,0,1,1,0
"830511-3651624",1,1,0,1,0,1,0,1,1,1
"550523-1916781",0,0,1,1,0,1,0,0,0,1
"500609-3524557",1,0,1,0,1,1,1,0,0,0
"540124-3004059",0,0,0,0,0,0,0,1,0,1
"900725-4595373",1,1,0,1,1,1,0,1,1,0
"961025-2791563",0,1,0,0,0,0,0,0,1,1
"831015-4058502",0,0,0,0,1,1,0,0,0,0
"741221-1993011",0,0,0,0,0,1,1,1,0,1
"750808-3261065",1,0,0,1,0,1,1,0,1,1
"630804-2003746",1,0,1,1,1,1,0,0,1,1
"940110-4016135",0,1,1,0,1,0,0,1,1,0
"970807-4233549",0,1,0,0,1,0,0,0,1,0
"820412-4526017",1,1,0,1,1,1,0,1,1,1
"780103-1503287",0,1,0,0,1,0,0,0,1,1
"720507-1010808",0,0,0,0,0,0,0,0,1,1
"740208-2365392",1,0,1,0,1,1,1,0,1,1
"830617-2270427",0,1,1,0,0,0,0,0,1,1
"670624-1486990",0,1,1,1,0,1,0,1,0,1
"520903-4283096",1,0,1,1,1,1,0,1,1,1
"800301-2125720",1,0,1,1,0,0,1,0,1,1
"910611-1611890",1,1,1,1,1,0,0,1,0,0
"620515-4685710",0,1,0,1,1,0,1,1,1,0
"810309-2723439",1,0,1,1,1,1,1,1,0,1
"800609-2175547",0,1,1,0,0,1,0,0,0,1
"650604-3820761",0,1,1,1,1,1,0,0,0,1
"660722-3061480",0,0,1,1,1,1,0,0,0,0
"820822-1702137",0,1,0,1,1,1,0,1,0,1
"891009-3214434",1,1,1,0,1,0,0,0,0,0
"810614-4670935",1,1,0,1,0,1,1,0,1,1
"650708-4710227",1,0,1,0,1,0,1,0,0,1
"990821-1557589",1,0,1,1,0,1,0,0,0,1
"580613-1947439",0,0,0,0,1,1,1,1,0,1
"981108-1275132",0,0,0,1,0,0,1,1,0,0
"940827-3523656",1,1,0,0,0,1,0,1,0,1
"730401-4997536",1,1,1,0,0,1,0,1,0,1
"770709-3411418",0,1,1,0,1,0,1,0,0,0
"510502-1492251",1,0,0,1,1,0,0,1,1,0
"740212-1394189",1,1,1,1,0,0,0,0,0,0
"520617-4406661",0,0,0,1,1,1,0,1,0,0
"900818-2495194",1,1,1,0,0,0,1,1,1,1
"630602-2454410",0,1,1,0,1,0,0,0,0,0
"570421-4604076",1,0,0,0,1,1,0,1,0,0
"660112-4607262",1,1,0,0,0,0,1,1,1,0
"590710-3832311",1,0,0,0,1,1,1,0,0,1
"710107-2344733",0,0,0,0,1,1,1,1,0,0
"870303-3973589",0,0,1,1,1,1,1,1,0,0
"890226-3210986",1,0,0,1,0,0,1,1,1,1
"740802-3272928",1,0,0,1,1,0,1,1,1,0
"820103-2513521",0,1,1,1,1,1,0,1,1,0
"820515-4680304",0,1,0,1,0,0,1,0,0,0
"520106-2702925",0,0,0,1,0,0,1,1,1,1
"680702-2227514",0,1,0,1,0,0,0,0,0,0
"661121-4160091",0,0,1,1,1,1,0,1,1,0
"590805-1377429",1,1,1,1,1,0,0,1,1,0
"610707-1073292",1,1,0,1,1,1,0,0,1,1
"500819-2824823",0,1,0,1,1,1,1,0,0,1
"690321-4403015",0,1,1,1,0,1,0,0,1,0
"691205-2894830",1,0,1,0,0,1,1,1,1,0
"750717-3911929",0,0,1,0,0,0,0,0,1,1
"810606-1700210",1,0,0,0,0,1,1,0,1,0
"660722-1579032",0,0,1,1,0,0,1,0,0,1
"610418-4502364",1,0,0,0,1,0,1,1,1,1
"981007-3184287",0,1,0,1,0,1,0,1,0,1
"550623-2420847",1,0,1,1,1,1,1,1,0,1
"501016-1051504",1,0,0,0,1,1,0,0,1,0
"591103-1412744",0,0,1,1,1,0,1,0,0,0
"840208-1387632",1,0,1,1,0,1,0,0,0,0
"550524-2275523",0,1,0,1,1,1,0,1,1,1
"890210-4250364",0,0,0,1,0,1,1,1,1,1
"610501-2259874",0,1,1,0,0,0,1,0,0,1
"610613-3645592",0,1,1,1,0,0,1,0,0,1
"860406-2919922",0,1,1,1,1,1,0,1,0,1
"931012-3131083",0,0,1,1,1,1,1,1,1,1
"891022-2582825",1,1,1,1,0,1,1,1,0,0
"890718-4007385",1,1,0,0,0,1,0,1,1,1
"821007-4175390",1,1,0,1,1,1,1,0,0,1
"871001-2715375",1,0,1,1,0,0,1,0,0,1
"580125-1315850",0,1,1,1,0,1,1,1,1,0
"580308-4514090",1,0,0,1,1,1,1,1,0,1
"651010-4567085",0,0,0,0,0,1,1,0,0,1
"570622-4925423",0,1,0,1,0,0,1,0,0,0
"770419-4332576",0,0,1,1,1,1,0,0,0,0
"631026-3918165",0,0,0,0,1,0,0,0,0,1
"910406-3987732",1,1,0,0,0,1,0,1,1,1
"630102-3685024",0,0,1,0,1,1,0,1,1,0
"880823-2283673",1,1,1,1,0,1,1,0,0,1
"861203-2686073",0,1,0,1,0,1,1,1,0,0
"780226-2062990",0,0,1,0,1,0,1,0,0,0
"961113-2848654",0,1,0,0,0,1,0,0,0,0
"731218-2436812",0,1,1,0,1,0,0,0,1,0
"560224-4197445",0,1,0,1,0,0,1,0,0,0
